Source Item Code,Source / product name,FnB inventory identities in group,Proposed canonical inventoryItemId,Canonical product name,Canonical selection reason,Superseded identities,May source-row presence,June source-row presence,Physical locations represented,Physical location names,Count lines to repoint,External-mapping coverage,Material pack/UOM compatibility,Expected valuation delta
BERBB,blueberries,2,cbd464c1-d8ff-4fd6-a741-f39e2e89630b,Blueberries,decided on downstream references (10 vs 8),1,No,Yes,2,cafe | produce walk in,2,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
BERRB,raspberries,2,cb417852-50d8-4b9a-9a13-c2bbd2b4f3e9,Raspberries,decided on downstream references (10 vs 8),1,No,Yes,2,bay window | produce walk in,2,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
BERSBD,strawberries,3,8b1ce2f6-26b0-4c79-83a7-c7e6095d8373,Strawberries,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window | cafe | produce walk in,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=8,$0.00
BKST W/W OA 5/8,oat wheat,3,cd67a1e9-70e1-4be9-904a-2acfb7976e70,Oat Wheat,decided on downstream references (15 vs 4),2,Yes,Yes,3,bread reach in | cafe | main kitchen,0,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=case; source case qty=1,$0.00
BLACK GROUPER FILLETS PBO SKIN OFF,grouper fillet,5,6899692d-95b8-46cf-9bdd-25a761ac210e,Grouper - Fillet,decided on downstream references (10 vs 8),4,Yes,No,5,bay window | cafe | fish file | front reach in freezer | main freezer,7,2 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
BROCR,broccoli crowns,3,1feaa1df-a649-4fd8-9a92-fe87085fee48,Broccoli - Crowns,decided on downstream references (10 vs 8),2,No,Yes,3,bay window | cafe | produce walk in,4,2 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
BROLINIHF,broccolini,2,ec48363f-8b2e-44d4-82e3-b5fb3eb9a9d3,Broccolini,decided on downstream references (13 vs 5),1,Yes,Yes,2,bay window | produce walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
BRONZINO FILLET UN-SIZED SKIN-ON PBO,branzino,2,f856af37-1bb8-4f89-ae4d-08d3015640ed,Branzino,decided on downstream references (10 vs 4),1,Yes,Yes,2,bay window bar | fish file,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
BSKT MARBLE 5/8,bskt marble 5 8,2,ce803a37-2ed1-40a6-8e6c-26fe8bf9d595,BSKT MARBLE 5/8,decided on downstream references (11 vs 5),1,Yes,Yes,2,bread reach in | main freezer,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
BSKT SOUR 5/8,sourdough,6,e0909ae2-1bc4-4159-9cda-5415e7c1c5c5,Sourdough,decided on downstream references (25 vs 5),5,Yes,Yes,6,bay window | bread reach in | cafe | front reach in freezer | main freezer | main kitchen,3,1 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
BSKT W/W Oat 5/8,bskt w w oat 5 8,5,102b90e3-4e4a-49da-b90a-699f45fca106,BSKT W/W OAT 5/8,decided on downstream references (22 vs 5),4,Yes,Yes,5,bread reach in | cafe | grill room | main freezer | main kitchen,2,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
BV CAB SAUV LATOUR PRIV RSV 21 6B 750ML,bv cab sauv latour priv rsv 21 6b 750ml,2,93cf65a5-79c0-46e6-b6ac-32e33cf0aefb,BV CAB SAUV LATOUR PRIV RSV 21 6B 750ML,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
"Baja Precious - High Oleic Sunflower Oil, 1 Gallon Jug - Expeller Pressed, Wonderful in the Kitchen, Amazing on Your Skin and a Million Other Uses, Bottled in the USA",oil sunflower,2,b54b06d1-a683-417c-a01e-31c4736a25d5,Oil - Sunflower,decided on downstream references (12 vs 4),1,Yes,Yes,2,dry storeroom | pastry shop,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
CABRDEA,cabbage red,2,7421c77c-6e2d-4350-8579-21a12bcc82fa,Cabbage - Red,decided on downstream references (10 vs 8),1,No,Yes,2,cafe | produce walk in,2,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
CAR50,carrots,4,bb8a3da3-10de-4d1c-9667-649b10096032,Carrots,decided on downstream references (20 vs 5),3,Yes,Yes,4,bay window | cafe | main kitchen | produce walk in,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
CORNYHF,corn yellow,2,2e5238a9-8445-4fa0-bc62-41c9c5983799,Corn - Yellow,decided on downstream references (12 vs 4),1,Yes,Yes,2,main kitchen | produce walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
CUCE,cucumbers,3,09db30d4-01d1-4f16-bf76-6116144f1c77,Cucumbers,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window | cafe | produce walk in,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
FL-500,lemon olive oil,2,de99fcaf-c5cc-4a9d-9f6f-25089a0a468a,LEMON OLIVE OIL,decided on downstream references (12 vs 4),1,Yes,Yes,2,dry storeroom | main kitchen,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ml; source case qty=1,$0.00
FP-1G,extra virgin olive oil 3 78l 1 gal,2,2281f32f-b652-496e-a648-7f8b194a66e1,EXTRA VIRGIN OLIVE OIL - 3.78L (1 GAL),decided on downstream references (13 vs 5),1,Yes,Yes,2,dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
FP-250,olive oil extra virgin,2,da62ae63-68ff-4a08-a967-05e3b0ec4e7f,Olive Oil - Extra Virgin,decided on downstream references (8 vs 6),1,Yes,No,2,dry storeroom | main kitchen,0,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ml; source case qty=1,$0.00
"Great River Organic Milling, Specialty Flour, Wheat Bran, Stone Ground, Organic, 40-Pounds (Pack of 1)",whole wheat flour,2,e6f971c1-2c3d-4083-b4d0-e9bed569a680,Whole Wheat - Flour,decided on downstream references (11 vs 4),1,Yes,Yes,2,dry storeroom | pastry shop,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
HERBARR15,arugula,2,437f1100-e0ef-486a-91ed-fd0e40b3e3d5,Arugula,decided on downstream references (10 vs 7),1,No,Yes,2,cafe | produce walk in,1,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
HIGH NOON CKTL PEACH LOOSE CAN 24PK 355M,high noon peach,9,06d37f9f-e601-4071-88ad-c6d440aadbc5,High Noon - Peach,decided on downstream references (32 vs 5),8,Yes,Yes,9,bay window bar | beer cage | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,2,1 mapping record(s) across 1 of 9 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
"Hapi Hot Wasabi Peas, 9.9 Ounce Tins (Pack of 4)",hapi hot wasabi peas 9 9 ounce tins pack of 4,2,85c879d6-fce1-419f-80c6-8606c347b29a,"HAPI HOT WASABI PEAS, 9.9 OUNCE TINS (PACK OF 4)",decided on downstream references (13 vs 5),1,Yes,Yes,2,cafe | dry storeroom,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
IC14-STWB-08-CS4,strawberry super premium ice cream 5 gallon tub case of 4,2,02bad072-438d-4363-877e-061efc977c6d,STRAWBERRY SUPER PREMIUM ICE CREAM .5 GALLON TUB - CASE OF 4,decided on downstream references (10 vs 4),1,Yes,Yes,2,bay window | main freezer,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=4,$0.00
JAIL ISLAND PC SK/OFF 4-5,salmon fillet,4,2c6053aa-f5cc-4bdb-8978-40d6cfc9a8fd,Salmon - Fillet,decided on downstream references (21 vs 5),3,Yes,Yes,4,bay window | cafe | fish file | main freezer,2,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
JUILIMQT,juice lime fresh,2,52e80cf9-d6f6-4c83-9d8d-a5a2a158cba6,Juice - Lime Fresh,decided on downstream references (12 vs 4),1,Yes,Yes,2,dry storeroom | produce walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=qt; source case qty=1,$0.00
LEM200HF,lemons,5,1f1318bd-5c93-4311-986c-f014a5b9236f,Lemons,decided on downstream references (10 vs 8),4,No,Yes,5,bay window | cafe | halfway house | main kitchen | produce walk in,6,2 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
LEMON OLIVE OIL - 500ML (16.5 Oz),olive oil extra virgin,2,da62ae63-68ff-4a08-a967-05e3b0ec4e7f,Olive Oil - Extra Virgin,decided on downstream references (8 vs 6),1,No,Yes,2,dry storeroom | main kitchen,0,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ml; source case qty=1,$0.00
LETCSREA,swiss chard,2,84ec0b09-6846-4dd4-874d-a58250b71bb9,Swiss Chard,decided on downstream references (12 vs 4),1,Yes,Yes,2,bay window | produce walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
LETLF,leaf lettuce,2,99515108-23e0-4a05-a109-978230a9eecd,Leaf Lettuce,decided on downstream references (10 vs 8),1,No,Yes,2,cafe | produce walk in,2,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
LIME200,limes,5,2ae65abc-48ca-429f-8da5-86932f936c6b,Limes,decided on downstream references (10 vs 8),4,Yes,No,5,bay window | cafe | halfway house | main walk in | produce walk in,6,2 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
LIME200HF,limes,5,2ae65abc-48ca-429f-8da5-86932f936c6b,Limes,decided on downstream references (10 vs 8),4,No,Yes,5,bay window | cafe | halfway house | main walk in | produce walk in,6,2 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
MAHI MAHI FILLET SKIN/OFF,mahi mahi fillet,3,2b4b7a84-d1d4-449b-b968-2f6456eb1603,Mahi Mahi - Fillet,decided on downstream references (8 vs 7),2,No,Yes,3,fish file | front reach in freezer | main freezer,1,2 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
MANDARIN OLIVE OIL - 250ML (8.5 Oz),mandarin olive oil 250ml 8 5 oz,2,45087bdf-3a4b-41ed-a7f4-34b4607eb031,MANDARIN OLIVE OIL - 250ML (8.5 OZ),decided on downstream references (12 vs 4),1,Yes,Yes,2,dry storeroom | main kitchen,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
MELCL,cantaloupe,2,10438252-ffdb-46d9-a357-6322741e73bd,Cantaloupe,decided on downstream references (13 vs 5),1,Yes,Yes,2,cafe | produce walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=12,$0.00
MELHD6,honeydew,2,e39df57b-3bec-435a-ab72-22bc7fe111fd,Honeydew,decided on downstream references (10 vs 8),1,No,Yes,2,cafe | produce walk in,2,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
MELWMS,watermelon,3,60471e09-5984-485a-a803-6039651acec0,Watermelon,decided on downstream references (16 vs 5),2,Yes,Yes,3,bay window | cafe | produce walk in,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
MONTHELIE DOUH PORCH MEIX GARNI 20 750ML,monthelie douh porch meix garni 20 750ml,2,37c895d9-2322-45f5-8f9b-f061d01dc764,MONTHELIE DOUH PORCH MEIX GARNI 20 750ML,decided on downstream references (11 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
ORA88,oranges,5,129b60a4-cfe1-4a50-90d3-e0ff1b9c2566,Oranges,decided on downstream references (23 vs 5),4,Yes,Yes,5,bay window | cafe | halfway house | mens locker room | produce walk in,4,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
OYSTERS 1/2 SHELL 144CT SALTY SEA TRAY PK 12/12CT,oysters 1 2 shell 144ct salty sea tray pk 12 12ct,2,997795c1-705c-47f2-b4a3-d8811508f363,OYSTERS 1/2 SHELL 144CT SALTY SEA TRAY PK 12/12CT,decided on downstream references (10 vs 4),1,Yes,Yes,2,bay window | main freezer,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
PEPJPLB,peppers jalapeno,3,2736057d-b6b3-42cc-95c6-208745ff3bf4,Peppers - Jalapeno,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window | cafe | produce walk in,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
PEPRD,red bliss,2,6ad7f2ff-c26f-4c2c-a31a-fb6bfaf82072,Red bliss,decided on downstream references (12 vs 4),1,Yes,Yes,2,main walk in | produce walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
PEPRDLB,peppers red,3,c34e3743-548c-4696-abbb-19dd65721d00,Peppers - Red,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window | cafe | produce walk in,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
PICSP,pickles,2,beab7749-b63a-46d2-8ec4-d70b45755f85,Pickles,decided on downstream references (13 vs 5),1,Yes,Yes,2,cafe | produce walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
PINEGRP,pineapples,2,d07a0289-5a83-48df-b9ff-cfbcb2a57ce1,Pineapples,decided on downstream references (13 vs 5),1,Yes,Yes,2,cafe | produce walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=6,$0.00
PORHER011,pork belly,2,9868cf97-363c-481f-a666-cf2cf5b8d7b6,Pork - Belly,decided on downstream references (10 vs 4),1,Yes,Yes,2,main freezer | main walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
POTFIN10,potatoes fingerling,3,b77b610a-1ee5-416a-a2bd-c480ba034f0f,Potatoes - Fingerling,decided on downstream references (15 vs 5),2,Yes,Yes,3,bay window | main kitchen | produce walk in,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
POTSW10,potatoes sweet,3,edd21afe-3e61-4b12-8741-34a920de147a,Potatoes - Sweet,decided on downstream references (10 vs 8),2,No,Yes,3,bay window | main kitchen | produce walk in,2,2 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
POTSWDI,potatoes sweet,3,edd21afe-3e61-4b12-8741-34a920de147a,Potatoes - Sweet,decided on downstream references (10 vs 8),2,Yes,No,3,bay window | main kitchen | produce walk in,2,2 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
